Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan,lat,lng,city,state_id,state_name,zcta,parent_zcta,population,density,county_fips,county_name,county_weights,county_names_all,county_fips_all,imprecise,military,timezone
33,7,120000,94022,1,3200,Advanced/Professional,0,Yes,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
32,5,48000,94022,2,1670,Graduate,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
49,23,125000,94022,1,7300,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
30,6,193000,94022,3,6300,Advanced/Professional,0,Yes,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
49,23,194000,94022,4,8300,Graduate,0,Yes,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
30,4,39000,94022,1,1500,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
40,16,35000,94022,1,1400,Advanced/Professional,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
38,14,70000,94022,4,2000,Advanced/Professional,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
56,30,50000,94022,4,2800,Graduate,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
62,36,89000,94022,2,2000,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
38,12,141000,94022,2,0,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
29,5,162000,94022,1,4300,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
51,27,45000,94022,1,1600,Graduate,82000,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
35,11,82000,94022,2,1700,Graduate,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
58,34,151000,94022,3,600,Graduate,0,Yes,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
36,11,31000,94022,4,1700,Undergrad,124000,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
65,40,59000,94022,3,2400,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
59,33,81000,94022,2,1400,Undergrad,0,No,37.35534,-122.14494,Los Altos,CA,California,TRUE,,19701,429.3,6085,Santa Clara,"{""06085"": 100}",Santa Clara,6085,FALSE,FALSE,America/Los_Angeles
49,24,39000,90404,3,1700,Graduate,0,No,34.02665,-118.47381,Santa Monica,CA,California,TRUE,,23107,4526.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
51,25,29000,90404,1,300,Advanced/Professional,140000,No,34.02665,-118.47381,Santa Monica,CA,California,TRUE,,23107,4526.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
47,22,25000,90404,1,100,Undergrad,148000,No,34.02665,-118.47381,Santa Monica,CA,California,TRUE,,23107,4526.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
52,28,168000,90404,3,6500,Advanced/Professional,118000,Yes,34.02665,-118.47381,Santa Monica,CA,California,TRUE,,23107,4526.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
40,14,28000,90404,2,800,Advanced/Professional,0,No,34.02665,-118.47381,Santa Monica,CA,California,TRUE,,23107,4526.4,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
47,21,125000,93407,1,5700,Undergrad,112000,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
47,21,60000,93407,3,2100,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
48,24,165000,93407,1,5000,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
43,18,89000,93407,3,500,Advanced/Professional,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
35,5,22000,93407,1,670,Advanced/Professional,103000,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
26,2,60000,93407,2,3000,Undergrad,132000,Yes,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
60,35,191000,93407,4,5600,Advanced/Professional,0,Yes,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
42,18,141000,93407,1,3500,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
52,26,101000,93407,2,2400,Graduate,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
31,7,180000,93407,1,4300,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
53,29,154000,93407,4,7400,Advanced/Professional,0,Yes,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
34,10,34000,93407,1,1700,Undergrad,164000,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
40,15,63000,93407,3,3000,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
42,18,120000,93407,2,7500,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
57,32,44000,93407,3,500,Graduate,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
56,32,84000,93407,1,4300,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
40,16,44000,93407,1,1800,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
62,36,63000,93407,1,1600,Undergrad,118000,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
57,32,23000,93407,1,300,Advanced/Professional,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
42,18,164000,93407,1,1300,Advanced/Professional,0,Yes,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
30,4,194000,93407,2,4500,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
53,27,64000,93407,4,2600,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
31,5,23000,93407,1,400,Graduate,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
57,32,60000,93407,3,1700,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
25,0,38000,93407,2,1600,Advanced/Professional,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
55,31,124000,93407,2,300,Undergrad,0,No,35.30747,-120.66986,San Luis Obispo,CA,California,TRUE,,,,6079,San Luis Obispo,"{""06079"": 100}",San Luis Obispo,6079,FALSE,FALSE,America/Los_Angeles
42,17,32000,94523,4,0,Graduate,0,No,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
58,32,73000,94523,2,700,Graduate,0,No,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
46,21,82000,94523,4,400,Undergrad,0,No,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
48,24,90000,94523,1,2600,Graduate,334000,No,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
37,12,182000,94523,3,5800,Advanced/Professional,0,Yes,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
57,31,25000,94523,2,700,Graduate,103000,No,37.95403,-122.07608,Pleasant Hill,CA,California,TRUE,,34929,1871.6,6013,Contra Costa,"{""06013"": 100}",Contra Costa,6013,FALSE,FALSE,America/Los_Angeles
47,23,105000,90024,2,3300,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
45,20,155000,90024,1,7000,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
28,3,84000,90024,4,200,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
61,37,54000,90024,4,1200,Graduate,129000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
28,3,52000,90024,4,2200,Undergrad,230000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,31,21000,90024,2,200,Advanced/Professional,137000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
43,19,72000,90024,2,1700,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,30,45000,90024,4,1500,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
61,35,112000,90024,4,1700,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,30,39000,90024,3,1400,Undergrad,131000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
41,15,59000,90024,4,200,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
48,22,84000,90024,2,400,Advanced/Professional,145000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
32,5,63000,90024,4,2000,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
51,25,148000,90024,1,1000,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
33,8,133000,90024,1,0,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
28,2,31000,90024,2,300,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
44,20,22000,90024,1,1000,Undergrad,91000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
49,24,70000,90024,1,2900,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
61,37,13000,90024,2,300,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
57,31,64000,90024,3,2500,Undergrad,208000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
49,23,68000,90024,1,1500,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
54,30,40000,90024,2,1000,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,30,31000,90024,4,1500,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
35,10,139000,90024,1,4600,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
36,6,69000,90024,4,4000,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
40,14,92000,90024,4,1400,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
51,26,98000,90024,1,1300,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
45,21,151000,90024,2,3300,Undergrad,328000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
46,21,38000,90024,1,2400,Undergrad,130000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
52,27,81000,90024,4,3800,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
29,4,55000,90024,4,2000,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
44,19,85000,90024,2,3800,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
33,9,152000,90024,1,6000,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
39,12,23000,90024,3,1000,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
35,9,41000,90024,4,1200,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
48,24,25000,90024,4,500,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
60,34,65000,90024,4,1700,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
64,34,179000,90024,2,4500,Advanced/Professional,400000,Yes,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
57,32,70000,90024,3,1600,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
47,22,22000,90024,1,400,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
51,26,62000,90024,4,1800,Advanced/Professional,119000,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
34,10,92000,90024,2,2700,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
58,33,22000,90024,3,200,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
67,43,41000,90024,2,1100,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
64,39,13000,90024,4,600,Graduate,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
41,16,18000,90024,1,600,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
49,25,149000,90024,2,400,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
41,17,65000,90024,3,2100,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
56,31,61000,90024,4,900,Undergrad,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
58,28,73000,90024,1,1400,Advanced/Professional,0,No,34.06565,-118.43521,Los Angeles,CA,California,TRUE,,52069,6760.2,6037,Los Angeles,"{""06037"": 100}",Los Angeles,6037,FALSE,FALSE,America/Los_Angeles
59,35,131000,91360,1,3800,Undergrad,0,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
46,22,73000,91360,1,800,Advanced/Professional,117000,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
31,4,41000,91360,1,2000,Graduate,0,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
57,31,61000,91360,1,2200,Advanced/Professional,0,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
26,0,83000,91360,3,3900,Graduate,0,Yes,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
61,36,188000,91360,1,9300,Graduate,0,Yes,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
65,41,91000,91360,2,0,Advanced/Professional,146000,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
35,11,32000,91360,1,1330,Undergrad,137000,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
59,34,103000,91360,1,2600,Undergrad,0,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
54,28,102000,91360,3,1700,Graduate,0,No,34.21475,-118.87735,Thousand Oaks,CA,California,TRUE,,42663,1072.2,6111,Ventura,"{""06111"": 100}",Ventura,6111,FALSE,FALSE,America/Los_Angeles
62,36,105000,95670,2,2800,Undergrad,336000,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
43,18,22000,95670,2,300,Graduate,0,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
27,2,110000,95670,4,1800,Advanced/Professional,190000,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
34,10,22000,95670,1,500,Advanced/Professional,85000,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
42,17,98000,95670,2,400,Undergrad,0,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
44,20,50000,95670,3,2330,Undergrad,200000,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
28,2,22000,95670,1,100,Graduate,0,No,38.60461,-121.27963,Rancho Cordova,CA,California,TRUE,,57222,1710.4,6067,Sacramento,"{""06067"": 100}",Sacramento,6067,FALSE,FALSE,America/Los_Angeles
