Age,Years Work Experience,Income,ZIP Code,Family Size,Monthly Credit Card Spending,Education Level,Value of Mortgage,Personal Loan
49,24,91000,95822,1,2800,Graduate,0,No
32,6,99000,92101,2,1500,Advanced/Professional,0,No
31,7,71000,90034,1,100,Undergrad,78000,No
37,13,111000,91367,1,800,Graduate,0,No
41,15,108000,90034,1,5200,Undergrad,0,No
56,32,158000,91763,1,7400,Undergrad,0,No
55,31,81000,95521,3,2670,Undergrad,0,No
49,23,12000,94720,2,100,Advanced/Professional,0,No
63,37,21000,95831,2,400,Undergrad,0,No
55,30,55000,92821,4,900,Undergrad,215000,No
59,35,42000,93555,1,1800,Advanced/Professional,0,No
41,16,81000,92653,2,400,Undergrad,0,No
49,25,13000,94305,4,200,Undergrad,87000,No
48,23,132000,94998,1,600,Undergrad,157000,No
41,16,99000,92660,1,1000,Advanced/Professional,0,No
50,26,23000,92028,4,200,Undergrad,0,No
28,1,40000,95134,1,2000,Graduate,0,No
36,11,181000,94309,3,1400,Undergrad,0,Yes
38,14,112000,94501,2,2200,Undergrad,394000,No
34,9,138000,94720,2,7800,Undergrad,227000,No
41,17,94000,90071,3,3800,Graduate,327000,Yes
43,19,113000,91203,1,1700,Undergrad,0,No
30,5,112000,91711,4,5000,Graduate,0,Yes
37,12,190000,92354,2,3000,Undergrad,475000,No
62,37,38000,91706,1,1100,Advanced/Professional,0,No
40,16,32000,92110,1,1400,Advanced/Professional,158000,No
35,10,104000,91320,3,600,Graduate,0,No
64,40,43000,95014,1,1900,Graduate,0,No
49,24,45000,92104,3,1700,Graduate,0,No
24,-1,35000,94305,2,1700,Graduate,0,No
36,10,42000,93106,4,1200,Graduate,0,No
29,4,58000,91006,1,800,Graduate,0,No
29,3,103000,90049,4,3400,Undergrad,0,Yes
28,3,71000,90405,1,3300,Graduate,149000,Yes
33,7,14000,94025,1,400,Graduate,98000,No
36,11,98000,90291,3,1200,Advanced/Professional,0,No
42,17,90000,90504,1,100,Graduate,0,No
25,0,65000,90095,4,200,Undergrad,0,No
28,2,19000,94720,4,400,Undergrad,0,No
50,25,35000,94105,3,1700,Graduate,0,No
34,9,71000,90041,4,1300,Undergrad,0,No
43,19,31000,94025,3,500,Undergrad,0,No
62,38,43000,94928,4,1200,Graduate,0,No
61,36,24000,94309,1,1500,Graduate,87000,No
45,19,58000,94305,2,400,Advanced/Professional,0,No
42,17,115000,92717,2,400,Undergrad,0,No
39,15,168000,93117,2,8000,Undergrad,152000,No
29,5,128000,94111,1,1500,Undergrad,0,No
45,20,138000,92870,1,7000,Undergrad,0,No
58,32,81000,92121,3,1700,Graduate,0,No
29,3,41000,94305,4,1300,Advanced/Professional,0,No
32,7,123000,92407,2,2900,Graduate,0,Yes
37,13,71000,94609,2,2700,Undergrad,94000,No
48,23,8000,92866,1,400,Advanced/Professional,0,No
40,14,42000,94801,2,700,Undergrad,101000,No
29,4,62000,92064,2,2500,Undergrad,184000,No
36,12,22000,92507,4,1000,Undergrad,91000,No
35,8,38000,95060,4,1000,Graduate,0,No
35,11,24000,95521,4,400,Graduate,0,No
62,37,50000,91311,3,2400,Undergrad,0,No
26,1,190000,91604,4,1300,Graduate,197000,Yes
32,7,94000,91361,2,3100,Undergrad,0,No
63,37,165000,95035,4,5100,Advanced/Professional,0,Yes
38,12,43000,94301,4,1200,Graduate,0,No
50,26,48000,91711,1,1600,Graduate,0,No
46,21,52000,91304,3,2700,Graduate,228000,No
50,24,84000,93943,4,4900,Undergrad,0,No
61,36,131000,92407,1,900,Undergrad,0,No
34,8,44000,91101,4,200,Undergrad,0,No
27,2,78000,93943,4,200,Undergrad,87000,No
61,36,15000,92521,4,400,Graduate,0,No
45,20,38000,94550,4,1900,Advanced/Professional,144000,No
50,25,84000,91107,1,1300,Advanced/Professional,0,No
44,20,122000,94305,1,300,Undergrad,0,No
62,36,98000,92122,2,2800,Undergrad,0,No
45,18,80000,92407,3,2670,Graduate,0,No
41,17,165000,94143,2,8000,Undergrad,0,No
30,5,121000,94132,2,3300,Undergrad,0,No
61,37,20000,90011,3,400,Graduate,94000,No
45,19,11000,96150,1,200,Undergrad,91000,No
59,35,45000,94920,1,1800,Advanced/Professional,0,No
30,6,118000,94534,2,2800,Graduate,0,Yes
60,36,14000,90089,2,300,Undergrad,109000,No
39,13,30000,92122,3,200,Graduate,0,No
56,30,45000,92870,1,200,Undergrad,98000,No
56,32,80000,94596,3,2670,Undergrad,0,No
27,1,25000,94920,4,300,Graduate,0,No
66,41,144000,94306,1,2500,Undergrad,0,No
43,19,84000,92646,4,200,Advanced/Professional,297000,No
53,29,22000,93943,2,400,Undergrad,0,No
44,18,33000,90405,3,1500,Undergrad,0,No
54,28,60000,94110,4,2600,Advanced/Professional,0,No
31,6,81000,95762,4,2200,Graduate,116000,No
38,13,169000,92093,1,6800,Advanced/Professional,0,Yes
28,2,63000,91116,2,1600,Advanced/Professional,0,No
51,26,12000,90245,2,700,Advanced/Professional,109000,No
52,27,15000,91320,4,800,Undergrad,101000,No
64,38,39000,92120,1,500,Advanced/Professional,0,No
29,4,44000,91380,4,2000,Graduate,0,No
34,10,110000,92697,1,4000,Undergrad,0,No
33,8,130000,94720,3,6300,Graduate,99000,Yes
46,21,41000,94025,1,1400,Advanced/Professional,128000,No
48,22,59000,91775,1,1400,Advanced/Professional,241000,No
52,28,39000,94606,2,800,Undergrad,0,No
44,19,35000,94305,4,0,Graduate,0,No
51,27,80000,90032,1,2600,Graduate,0,No
47,20,81000,94301,1,2670,Graduate,0,No
39,13,31000,95120,2,800,Advanced/Professional,0,No
42,17,93000,92182,4,1900,Advanced/Professional,0,No
57,33,45000,92346,4,1500,Undergrad,204000,No
36,12,40000,91101,2,600,Advanced/Professional,0,No
27,1,80000,95354,2,1600,Advanced/Professional,185000,No
31,7,20000,92115,1,400,Advanced/Professional,0,No
63,37,41000,93014,1,500,Advanced/Professional,0,No
34,8,31000,91203,1,300,Undergrad,104000,No
52,27,35000,95616,4,200,Graduate,0,No
57,31,40000,91107,3,1400,Advanced/Professional,137000,No
63,39,84000,94901,1,1800,Advanced/Professional,0,No
26,1,53000,94720,2,1600,Advanced/Professional,0,No
35,5,85000,92870,4,4000,Advanced/Professional,0,No
58,33,138000,94546,2,3900,Undergrad,0,No
32,2,71000,95014,2,1750,Advanced/Professional,108000,No
64,39,113000,92121,1,800,Advanced/Professional,0,No
50,23,23000,94720,2,1000,Graduate,0,No
34,9,62000,92677,3,2300,Undergrad,0,No
36,11,14000,92673,4,200,Advanced/Professional,100000,No
43,18,60000,91311,2,2200,Advanced/Professional,0,No
28,4,94000,92115,3,800,Undergrad,236000,No
64,39,83000,95616,3,1800,Graduate,0,No
60,35,130000,95741,3,6300,Advanced/Professional,437000,Yes
62,37,61000,93117,4,1700,Undergrad,0,No
27,2,92000,95616,2,3100,Undergrad,178000,No
42,16,20000,95351,2,800,Advanced/Professional,117000,No
45,20,194000,92110,2,8800,Undergrad,428000,No
36,10,74000,94305,1,2500,Undergrad,0,No
48,22,84000,90024,2,400,Advanced/Professional,145000,No
65,40,98000,95064,3,1800,Graduate,333000,No
39,15,52000,92093,3,2330,Undergrad,0,No
51,26,55000,93955,1,1300,Graduate,236000,No
30,6,64000,94305,4,3400,Undergrad,117000,No
65,40,128000,90740,1,2500,Undergrad,162000,No
38,13,113000,94720,4,1700,Graduate,0,Yes
29,3,50000,94010,3,1100,Graduate,0,No
42,18,54000,94010,4,2200,Graduate,0,No
63,38,129000,91326,1,900,Undergrad,366000,No
46,21,82000,94523,4,400,Undergrad,0,No
62,38,100000,90277,4,1700,Graduate,0,No
58,34,44000,94111,4,2200,Undergrad,0,No
56,30,164000,94610,4,500,Graduate,234000,Yes
56,31,81000,92373,2,3700,Undergrad,121000,No
34,10,71000,95003,1,100,Undergrad,257000,No
42,17,28000,92866,1,500,Advanced/Professional,90000,No
30,6,80000,92399,3,1500,Undergrad,219000,No
61,35,90000,95814,4,1900,Graduate,0,No
38,14,74000,90274,1,3600,Graduate,0,No
50,25,14000,95762,2,700,Advanced/Professional,0,No
61,36,23000,91754,2,500,Graduate,103000,No
41,17,153000,92121,1,1700,Undergrad,337000,No
42,16,38000,94087,3,900,Advanced/Professional,0,No
29,5,112000,94720,2,2000,Graduate,382000,No
51,26,145000,90025,1,8100,Undergrad,397000,No
32,6,28000,94025,2,300,Graduate,88000,No
34,9,31000,94115,4,1100,Advanced/Professional,0,No
26,2,195000,94546,1,6330,Undergrad,0,No
54,24,50000,92037,3,2000,Advanced/Professional,0,No
38,14,71000,95136,4,2000,Advanced/Professional,0,No
62,36,21000,95616,3,300,Advanced/Professional,0,No
37,11,35000,90044,2,800,Advanced/Professional,125000,No
46,21,42000,92691,1,2400,Undergrad,0,No
52,27,78000,92008,4,3600,Advanced/Professional,141000,No
32,6,73000,94305,4,2200,Graduate,0,No
49,25,53000,95134,2,1000,Advanced/Professional,181000,No
28,3,51000,94086,2,1600,Advanced/Professional,123000,No
55,30,40000,95521,2,2300,Advanced/Professional,0,No
52,26,178000,94234,1,1000,Undergrad,0,No
32,6,35000,94005,2,300,Undergrad,0,No
31,7,192000,90250,1,0,Graduate,0,Yes
27,3,123000,95138,1,5400,Undergrad,0,No
32,5,48000,94022,2,1670,Graduate,0,No
52,26,45000,91604,3,600,Graduate,0,No
52,28,15000,95064,1,200,Undergrad,0,No
50,24,79000,94304,1,300,Undergrad,120000,No
32,5,63000,90024,4,2000,Graduate,0,No
61,35,30000,94720,2,200,Advanced/Professional,0,No
60,36,145000,95616,4,6900,Undergrad,380000,Yes
28,4,32000,90095,3,1000,Graduate,0,No
34,9,64000,92346,2,100,Undergrad,224000,No
31,7,84000,92692,1,100,Undergrad,0,No
31,5,21000,94309,1,400,Graduate,0,No
62,38,99000,95014,4,1700,Graduate,0,No
47,22,35000,94304,2,1300,Undergrad,0,No
50,24,180000,94539,1,1700,Undergrad,0,No
36,12,42000,93555,1,1330,Undergrad,0,No
26,0,179000,92028,4,2100,Graduate,0,Yes
51,27,42000,90245,4,100,Advanced/Professional,0,No
52,25,180000,94545,2,9000,Graduate,297000,Yes
35,11,82000,94131,4,3400,Undergrad,0,No
42,16,55000,91355,2,700,Undergrad,149000,No
36,12,79000,90041,2,2200,Undergrad,0,No
41,17,48000,92831,2,600,Advanced/Professional,215000,No
49,25,93000,93117,1,2700,Undergrad,0,No
57,32,23000,92126,2,200,Advanced/Professional,0,No
44,20,50000,95670,3,2330,Undergrad,200000,No
60,34,85000,91367,2,2000,Undergrad,0,No
38,14,35000,95051,1,1500,Graduate,97000,No
26,2,171000,93943,3,6000,Graduate,0,Yes
29,2,29000,90266,4,1500,Graduate,0,No
59,35,84000,94588,1,1800,Advanced/Professional,0,No
51,27,20000,90401,4,500,Graduate,0,No
50,25,14000,94124,1,400,Advanced/Professional,0,No
35,10,179000,91942,1,8600,Undergrad,357000,No
61,37,48000,91910,1,800,Undergrad,158000,No
42,16,74000,90066,1,2800,Undergrad,0,No
55,29,53000,95134,1,1400,Undergrad,0,No
50,25,83000,92007,1,2800,Graduate,0,No
64,40,171000,90034,2,2100,Undergrad,433000,No
54,28,85000,92028,4,4900,Undergrad,0,No
50,26,38000,95039,4,900,Graduate,0,No
31,5,85000,92130,3,1600,Undergrad,157000,No
32,8,79000,92115,1,100,Undergrad,0,No
44,19,69000,92129,4,400,Undergrad,0,No
60,35,43000,94720,3,900,Advanced/Professional,0,No
60,34,33000,91107,2,300,Undergrad,101000,No
62,38,42000,95747,3,100,Advanced/Professional,149000,No
46,21,40000,94025,4,1900,Advanced/Professional,122000,No
57,33,43000,91902,1,1800,Advanced/Professional,0,No
30,5,20000,94545,4,500,Advanced/Professional,117000,No
58,32,65000,95621,3,2500,Undergrad,222000,No
39,13,139000,95616,3,3400,Undergrad,483000,Yes
60,35,135000,92612,3,300,Advanced/Professional,0,Yes
59,34,84000,94043,3,1600,Advanced/Professional,0,No
50,26,179000,92612,1,2900,Advanced/Professional,0,Yes
63,39,45000,92870,4,1300,Graduate,86000,No
27,3,109000,93023,2,2500,Undergrad,0,No
54,29,34000,93305,4,100,Advanced/Professional,0,No
62,37,162000,95051,1,1300,Undergrad,0,No
60,34,105000,92103,2,1400,Undergrad,0,No
38,12,22000,91380,3,200,Graduate,0,No
34,8,82000,91775,2,1800,Undergrad,178000,No
65,41,105000,95616,4,1700,Graduate,230000,No
55,31,62000,91711,1,1800,Advanced/Professional,0,No
57,31,82000,95032,2,2000,Undergrad,83000,No
27,3,72000,95616,4,0,Undergrad,0,No
35,10,38000,95762,4,1700,Undergrad,0,No
52,28,25000,90212,4,1000,Undergrad,0,No
45,15,20000,94107,1,750,Advanced/Professional,0,No
29,3,80000,94305,4,1800,Graduate,0,No
44,18,84000,91330,3,1100,Undergrad,0,No
47,23,33000,90095,1,1000,Undergrad,0,No
62,37,55000,95039,3,900,Advanced/Professional,0,No
52,27,33000,90095,2,700,Graduate,0,No
47,23,190000,92831,4,300,Advanced/Professional,305000,Yes
42,18,43000,91107,1,300,Advanced/Professional,158000,No
65,41,45000,95521,3,100,Advanced/Professional,0,No
42,18,141000,93407,1,3500,Undergrad,0,No
40,16,69000,92009,4,2400,Undergrad,0,No
32,8,78000,90401,4,100,Graduate,0,No
40,15,84000,94521,1,3700,Advanced/Professional,0,No
55,29,172000,95064,1,5200,Graduate,0,Yes
32,6,51000,93109,4,200,Undergrad,154000,No
58,28,75000,92121,1,1400,Advanced/Professional,0,No
46,22,183000,91605,1,3100,Graduate,0,Yes
53,23,20000,92123,4,400,Advanced/Professional,0,No
63,39,101000,94306,2,3900,Advanced/Professional,294000,Yes
40,14,129000,90089,1,5900,Advanced/Professional,0,Yes
41,17,63000,90745,2,3200,Undergrad,0,No
60,35,44000,92126,4,2100,Undergrad,0,No
65,39,184000,91302,1,5400,Advanced/Professional,176000,Yes
59,33,100000,95064,2,2000,Undergrad,127000,No
48,24,12000,90058,3,400,Undergrad,0,No
59,33,68000,94105,2,2300,Advanced/Professional,128000,No
33,8,48000,94019,1,1000,Undergrad,212000,No
40,15,82000,93101,2,400,Undergrad,0,No
42,18,52000,94061,2,2500,Undergrad,0,No
65,41,154000,92008,2,4600,Graduate,0,Yes
30,4,39000,91105,1,1500,Undergrad,0,No
30,4,40000,91605,1,300,Undergrad,0,No
42,17,54000,94720,4,1900,Advanced/Professional,164000,No
32,8,32000,94143,2,1000,Graduate,103000,No
55,30,64000,90250,2,2300,Advanced/Professional,0,No
29,3,92000,94539,2,1300,Undergrad,287000,No
64,38,40000,91330,1,2500,Advanced/Professional,94000,No
37,11,60000,96651,3,500,Advanced/Professional,0,No
31,5,85000,95828,2,1300,Undergrad,119000,No
25,-1,21000,94583,4,400,Undergrad,90000,No
31,5,35000,95064,1,600,Advanced/Professional,171000,No
32,7,52000,92660,2,100,Undergrad,0,No
58,34,128000,90058,1,7400,Undergrad,0,No
26,2,195000,90245,1,6330,Undergrad,0,No
51,25,68000,92647,2,1500,Graduate,117000,No
65,41,55000,93106,2,1100,Undergrad,0,No
43,17,55000,90266,1,200,Undergrad,0,No
46,21,80000,95054,4,400,Undergrad,0,No
28,3,123000,92007,1,800,Undergrad,146000,No
63,37,90000,94105,4,1900,Graduate,106000,No
59,29,61000,94025,1,1400,Advanced/Professional,0,No
42,15,41000,94610,3,2500,Graduate,0,No
58,33,43000,94720,2,1600,Advanced/Professional,0,No
39,13,71000,95822,3,100,Undergrad,162000,No
36,12,25000,95051,4,1000,Undergrad,0,No
60,33,154000,90740,1,3000,Graduate,0,Yes
47,21,141000,90095,1,2400,Undergrad,0,No
29,4,22000,92661,2,900,Advanced/Professional,110000,No
52,28,145000,94131,2,6800,Undergrad,0,No
41,16,49000,92122,3,500,Advanced/Professional,0,No
63,37,109000,90740,1,2000,Undergrad,0,No
59,34,80000,90086,3,500,Undergrad,0,No
44,20,82000,94555,4,1400,Graduate,201000,No
54,28,52000,94102,4,2500,Undergrad,0,No
29,5,85000,90232,3,2500,Undergrad,0,No
51,25,148000,90024,1,1000,Undergrad,0,No
63,39,160000,91330,2,2100,Undergrad,0,No
36,11,39000,90095,4,1700,Undergrad,0,No
42,16,25000,94304,2,800,Advanced/Professional,0,No
51,25,33000,93033,1,1400,Advanced/Professional,0,No
47,20,38000,92115,3,2500,Graduate,0,No
40,16,85000,92677,4,200,Advanced/Professional,0,No
54,28,48000,93022,1,200,Undergrad,0,No
47,21,15000,95207,4,600,Advanced/Professional,77000,No
35,10,94000,91343,1,0,Undergrad,174000,No
28,4,120000,92333,2,600,Undergrad,0,No
45,19,60000,91911,1,700,Advanced/Professional,159000,No
33,9,145000,94303,2,4330,Undergrad,277000,No
62,36,29000,91107,2,700,Advanced/Professional,0,No
45,18,78000,92129,3,2670,Graduate,0,No
59,35,59000,90005,4,1200,Graduate,0,No
58,28,80000,91116,2,4500,Advanced/Professional,0,No
52,26,180000,94305,1,1000,Undergrad,0,No
34,8,8000,94710,3,100,Graduate,83000,No
65,35,23000,91711,1,1500,Advanced/Professional,0,No
48,23,79000,92124,2,3800,Advanced/Professional,0,No
44,19,78000,92064,2,3800,Advanced/Professional,268000,No
61,37,64000,92028,1,0,Graduate,0,No
40,14,64000,91320,4,200,Advanced/Professional,0,No
65,39,160000,94803,4,3800,Undergrad,237000,Yes
28,4,43000,91304,1,1000,Advanced/Professional,102000,No
67,42,32000,93943,1,1100,Advanced/Professional,0,No
35,9,179000,91125,2,0,Undergrad,76000,No
60,35,8000,94143,1,100,Undergrad,0,No
58,32,63000,92717,1,1600,Undergrad,0,No
55,30,40000,94126,2,2300,Advanced/Professional,0,No
34,9,99000,90245,4,2200,Graduate,155000,No
35,9,141000,93022,2,4500,Graduate,0,Yes
28,4,159000,93907,1,1500,Undergrad,0,No
38,12,39000,95825,2,300,Undergrad,174000,No
62,38,99000,91604,4,1700,Graduate,0,No
30,4,18000,95020,4,300,Graduate,0,No
38,12,38000,94553,2,300,Undergrad,0,No
33,8,133000,90024,1,0,Undergrad,0,No
58,34,84000,91380,2,2800,Undergrad,0,No
59,35,60000,90089,1,0,Graduate,0,No
52,28,178000,92647,3,5400,Advanced/Professional,147000,Yes
36,12,18000,91330,1,500,Advanced/Professional,0,No
45,21,73000,95020,1,800,Advanced/Professional,0,No
49,23,125000,94022,1,7300,Undergrad,0,No
52,26,91000,92173,1,4300,Graduate,0,Yes
54,28,74000,95014,2,1100,Undergrad,0,No
30,4,35000,92130,2,300,Graduate,0,No
65,39,113000,90036,1,2000,Undergrad,0,No
34,8,52000,94720,4,2200,Graduate,0,No
30,6,191000,92028,2,4400,Graduate,0,Yes
51,25,18000,92109,1,300,Advanced/Professional,93000,No
52,27,25000,95138,2,0,Undergrad,0,No
43,18,50000,91006,4,1900,Advanced/Professional,0,No
35,10,75000,93940,4,700,Advanced/Professional,0,No
56,26,92000,92647,2,4500,Advanced/Professional,0,No
57,32,33000,95747,2,2000,Graduate,0,No
58,32,65000,90266,3,2200,Advanced/Professional,0,No
53,28,44000,91604,3,1700,Undergrad,0,No
45,21,183000,95211,2,1400,Undergrad,354000,No
44,20,175000,96150,2,1400,Undergrad,0,No
54,28,28000,94305,4,1500,Advanced/Professional,0,No
41,17,49000,92130,4,2200,Graduate,0,No
52,26,45000,92697,4,1800,Undergrad,0,No
43,17,64000,95053,4,3000,Advanced/Professional,221000,Yes
63,38,22000,92115,3,100,Advanced/Professional,90000,No
54,30,120000,95039,1,7400,Undergrad,119000,No
33,8,175000,92354,2,6700,Undergrad,102000,No
25,-1,101000,94720,4,2300,Advanced/Professional,256000,No
41,16,104000,92037,1,1000,Advanced/Professional,0,No
40,16,155000,94002,4,100,Advanced/Professional,0,Yes
43,18,58000,95747,1,2400,Undergrad,0,No
36,10,80000,94608,4,2200,Graduate,0,No
57,33,45000,94117,1,1800,Advanced/Professional,195000,No
34,9,134000,94550,1,4600,Undergrad,164000,No
38,14,58000,91709,4,2000,Advanced/Professional,153000,No
47,21,20000,94066,1,200,Undergrad,0,No
39,13,25000,90304,4,1500,Advanced/Professional,0,No
45,20,55000,94588,1,300,Undergrad,0,No
62,37,155000,93943,1,1300,Undergrad,0,No
59,34,30000,92084,1,1300,Undergrad,0,No
61,37,39000,92096,4,400,Undergrad,0,No
36,12,73000,95617,4,2000,Advanced/Professional,188000,No
58,34,41000,94608,4,1300,Undergrad,0,No
55,30,34000,95820,4,100,Advanced/Professional,157000,No
29,5,21000,90601,3,900,Advanced/Professional,119000,No
34,8,11000,91320,4,300,Undergrad,0,No
61,35,154000,92704,2,6900,Undergrad,0,No
50,20,19000,92612,4,400,Advanced/Professional,0,No
52,26,101000,93407,2,2400,Graduate,0,No
39,15,24000,92123,1,1000,Undergrad,116000,No
55,29,131000,92675,2,2700,Undergrad,0,No
33,9,105000,95136,1,4000,Undergrad,0,No
47,21,52000,94720,1,1200,Graduate,194000,No
57,32,21000,92037,4,900,Graduate,113000,No
57,31,45000,94305,3,1400,Undergrad,198000,No
40,14,39000,93117,1,2000,Undergrad,0,No
50,25,192000,94115,2,2800,Undergrad,238000,No
29,5,195000,94301,1,4300,Undergrad,0,No
46,22,83000,95616,3,700,Undergrad,0,No
42,15,34000,91302,3,1000,Graduate,0,No
59,33,49000,93009,4,1700,Graduate,104000,No
31,1,60000,94143,4,4000,Advanced/Professional,244000,No
51,25,41000,94939,4,1800,Undergrad,0,No
35,10,72000,91320,3,2300,Undergrad,285000,No
59,35,102000,92677,4,3000,Graduate,115000,Yes
35,10,31000,95605,3,1300,Undergrad,0,No
46,20,73000,93106,1,1500,Graduate,128000,No
34,9,89000,91763,1,0,Undergrad,0,No
55,29,19000,92109,4,700,Advanced/Professional,121000,No
64,40,63000,94706,4,1200,Graduate,0,No
34,9,104000,95758,3,1200,Advanced/Professional,0,No
61,35,40000,95064,1,800,Graduate,128000,No
63,39,92000,94710,2,0,Advanced/Professional,0,No
59,33,72000,92350,2,700,Graduate,226000,No
51,27,44000,94305,3,1900,Graduate,141000,No
41,16,114000,94705,4,3500,Undergrad,0,Yes
37,13,73000,95758,4,2400,Undergrad,0,No
64,40,63000,91711,4,1200,Graduate,0,No
44,20,69000,92028,1,800,Advanced/Professional,184000,No
62,37,42000,92106,3,1500,Undergrad,0,No
50,26,88000,90037,1,2700,Undergrad,0,No
43,18,98000,92131,2,400,Undergrad,0,No
34,8,65000,92093,1,3000,Undergrad,227000,Yes
38,13,12000,94143,2,300,Graduate,104000,No
29,5,122000,94305,4,3000,Undergrad,0,Yes
39,14,12000,92093,2,0,Advanced/Professional,0,No
53,29,24000,94105,2,200,Undergrad,0,No
43,19,170000,92037,4,4250,Undergrad,318000,Yes
61,36,184000,92028,4,2300,Graduate,342000,Yes
46,20,25000,93401,4,600,Advanced/Professional,125000,No
57,31,131000,90502,2,2700,Undergrad,0,No
59,33,50000,94122,2,2300,Advanced/Professional,0,No
52,28,21000,94035,2,400,Undergrad,0,No
29,3,55000,95616,3,1100,Graduate,0,No
57,32,124000,90049,1,200,Graduate,0,Yes
49,23,58000,95819,4,2600,Undergrad,188000,No
39,13,72000,95817,2,2800,Undergrad,0,No
56,31,192000,90089,1,7000,Advanced/Professional,0,Yes
63,38,83000,91320,3,1800,Graduate,0,No
37,12,93000,90025,1,2800,Undergrad,0,No
56,26,38000,94305,3,1000,Advanced/Professional,110000,No
45,20,55000,92606,4,1900,Advanced/Professional,164000,No
66,41,11000,92325,3,100,Advanced/Professional,0,No
40,15,85000,94550,2,400,Undergrad,0,No
50,24,124000,93305,1,4900,Undergrad,266000,No
60,36,129000,92028,2,6000,Undergrad,0,No
31,7,180000,93407,1,4300,Undergrad,0,No
40,14,74000,90245,4,1400,Graduate,0,No
36,6,138000,92152,1,7000,Advanced/Professional,86000,Yes
55,29,111000,90502,2,3600,Advanced/Professional,0,Yes
54,28,83000,93555,3,800,Undergrad,0,No
35,10,33000,90266,4,1700,Undergrad,87000,No
55,29,21000,92028,4,700,Advanced/Professional,0,No
36,10,35000,94608,2,300,Undergrad,98000,No
66,41,105000,93023,1,800,Advanced/Professional,0,No
38,14,103000,94305,1,800,Graduate,0,No
58,32,75000,92096,2,2300,Advanced/Professional,0,No
41,17,33000,94550,1,700,Undergrad,104000,No
60,34,52000,94305,4,1700,Graduate,0,No
47,23,89000,94920,1,2600,Graduate,0,No
62,36,63000,93109,1,2500,Advanced/Professional,0,No
48,23,84000,94402,4,3100,Graduate,0,Yes
61,36,44000,91302,4,2100,Undergrad,0,No
29,3,29000,94720,3,1000,Undergrad,0,No
45,21,29000,90005,1,300,Advanced/Professional,0,No
39,14,22000,94035,2,300,Graduate,0,No
31,6,53000,92093,4,2200,Undergrad,114000,No
39,14,24000,94611,2,300,Graduate,0,No
63,38,153000,90045,1,1300,Undergrad,455000,No
28,2,31000,90024,2,300,Graduate,0,No
56,30,21000,94542,2,700,Graduate,0,No
31,6,180000,93108,2,6700,Undergrad,0,No
46,20,82000,91016,3,700,Graduate,0,No
42,18,90000,95064,4,800,Undergrad,245000,No
53,29,154000,93407,4,7400,Advanced/Professional,0,Yes
41,17,99000,92096,2,1800,Graduate,0,No
61,36,153000,91105,1,2600,Graduate,0,Yes
31,5,93000,95032,2,3100,Graduate,0,Yes
62,38,53000,92121,1,0,Graduate,0,No
59,34,18000,95814,3,1300,Graduate,104000,No
49,24,70000,91330,1,2900,Undergrad,0,No
65,39,100000,92122,4,1700,Advanced/Professional,0,No
30,6,193000,94022,3,6300,Advanced/Professional,0,Yes
32,7,125000,95133,1,0,Undergrad,0,No
56,31,68000,94571,2,0,Advanced/Professional,0,No
36,10,55000,90009,1,2000,Undergrad,95000,No
58,34,152000,92182,4,3600,Advanced/Professional,0,Yes
27,3,84000,95814,3,1500,Undergrad,0,No
41,16,13000,91125,2,0,Advanced/Professional,0,No
59,35,33000,91355,4,400,Undergrad,131000,No
56,32,89000,92096,4,1000,Graduate,90000,No
52,26,93000,91745,1,2400,Undergrad,0,No
35,5,68000,90509,4,1800,Advanced/Professional,0,No
47,21,85000,93106,2,1700,Graduate,0,No
29,4,73000,95039,1,800,Graduate,0,No
31,6,83000,92131,4,2200,Graduate,106000,No
62,36,158000,94301,2,6300,Advanced/Professional,0,Yes
48,18,182000,92626,4,6000,Advanced/Professional,0,Yes
26,1,24000,96651,2,900,Advanced/Professional,123000,No
60,34,102000,94305,2,2000,Undergrad,0,No
35,11,53000,91355,3,2800,Undergrad,0,No
40,15,175000,92646,2,3300,Undergrad,0,No
31,5,28000,94538,3,1000,Undergrad,0,No
50,25,14000,92037,4,800,Undergrad,0,No
33,7,139000,95828,1,4000,Advanced/Professional,106000,Yes
37,11,34000,95747,3,900,Undergrad,0,No
38,14,64000,92093,1,1500,Advanced/Professional,0,No
63,38,84000,94607,4,100,Graduate,0,No
57,32,42000,95070,3,500,Graduate,0,No
61,35,63000,91605,1,1600,Undergrad,0,No
37,12,100000,92735,3,1200,Advanced/Professional,341000,No
51,25,190000,95138,2,4200,Graduate,0,Yes
44,20,22000,90024,1,1000,Undergrad,91000,No
63,37,20000,90066,1,800,Graduate,0,No
43,18,21000,95037,2,1400,Graduate,0,No
38,14,25000,95135,4,400,Graduate,101000,No
34,9,20000,92648,4,1100,Advanced/Professional,0,No
48,23,173000,94546,3,200,Undergrad,0,Yes
29,5,81000,94115,2,2500,Undergrad,0,No
37,11,139000,95814,2,800,Graduate,421000,Yes
60,35,119000,90266,2,3900,Undergrad,0,No
46,20,74000,92821,4,2600,Advanced/Professional,104000,No
34,10,42000,92173,1,1500,Graduate,131000,No
56,30,73000,94035,2,1100,Undergrad,0,No
57,31,114000,94590,4,5200,Undergrad,0,Yes
62,36,44000,92093,2,1000,Advanced/Professional,0,No
32,8,141000,90005,2,4330,Undergrad,0,No
51,26,14000,92182,2,0,Undergrad,103000,No
